WD1,,"2020-02-10 11:55",->,"2021-02-09 11:55"
,NO,,,NO2,,,NOXasNO2,,
"2020-08-07 21:00",34.456663,24,1,59.430938,24,1,112.263750,24,1
"2020-08-07 22:00",26.972863,24,1,49.533750,24,1,90.891563,24,1
"2020-08-07 23:00",20.985823,24,1,44.274375,24,1,76.452188,24,1
"2020-08-08 00:00",7.171975,24,1,27.061875,24,1,38.058750,24,1
"2020-08-08 01:00",8.855830,24,1,25.484063,24,1,39.062813,24,1
"2020-08-08 02:00",3.118250,24,1,17.531251,24,1,22.312501,24,1
"2020-08-08 03:00",2.868790,24,1,12.431250,24,1,16.830000,24,1
"2020-08-08 04:00",3.149433,24,1,11.379375,24,1,16.208438,24,1
"2020-08-08 05:00",1.933315,24,1,10.136250,24,1,13.100625,24,1
"2020-08-08 06:00",6.735420,24,1,14.152500,24,1,24.480000,24,1
"2020-08-08 07:00",13.876213,24,1,15.682500,24,1,36.959063,24,1
"2020-08-08 08:00",24.291168,24,1,24.193125,24,1,61.439063,24,1
"2020-08-08 09:00",26.442760,24,1,21.754688,24,1,62.299688,24,1
"2020-08-08 10:00",18.023485,24,1,29.261250,24,1,56.896875,24,1
"2020-08-08 11:00",25.444920,24,1,31.269375,24,1,70.284375,24,1
"2020-08-08 12:00",22.295488,24,1,35.572500,24,1,69.758438,24,1
"2020-08-08 13:00",19.364333,24,1,32.177813,24,1,61.869375,24,1
"2020-08-08 14:00",23.667518,24,1,32.799375,24,1,69.089063,24,1
"2020-08-08 15:00",17.493383,24,1,35.811563,24,1,62.634375,24,1
"2020-08-08 16:00",22.326670,24,1,37.341563,24,1,71.575313,24,1
"2020-08-08 17:00",16.058988,24,1,28.926563,24,1,53.550000,24,1
"2020-08-08 18:00",14.562228,24,1,30.265313,24,1,52.593750,24,1
"2020-08-08 19:00",14.499863,24,1,24.910313,24,1,47.143125,24,1
"2020-08-08 20:00",14.686958,24,1,31.747500,24,1,54.267188,24,1
"2020-08-08 21:00",9.728940,24,1,22.185000,24,1,37.102500,24,1
"2020-08-08 22:00",8.356910,24,1,17.164688,24,1,29.978438,24,1
"2020-08-08 23:00",8.325728,24,1,14.439375,24,1,27.205313,24,1
"2020-08-09 00:00",5.862310,24,1,7.984688,24,1,16.973438,24,1
"2020-08-09 01:00",4.116090,24,1,6.406875,24,1,12.718125,24,1
"2020-08-09 02:00",2.619330,24,1,4.335001,24,1,8.351251,24,1
"2020-08-09 03:00",2.328294,24,1,2.932499,24,1,6.502500,24,1
"2020-08-09 04:00",1.870950,24,1,1.721250,24,1,4.590000,24,1
"2020-08-09 05:00",2.276323,24,1,1.721250,24,1,5.211563,24,1
"2020-08-09 06:00",2.993520,24,1,3.442500,24,1,8.032500,24,1
"2020-08-09 07:00",5.675215,24,1,5.737500,24,1,14.439375,24,1
"2020-08-09 08:00",4.272003,24,1,5.115938,24,1,11.666250,24,1
"2020-08-09 09:00",3.866630,24,1,5.594063,24,1,11.522813,24,1
"2020-08-09 10:00",10.508503,24,1,14.678438,24,1,30.791250,24,1
"2020-08-09 11:00",13.221380,24,1,19.555313,24,1,39.827813,24,1
"2020-08-09 12:00",14.936418,24,1,25.723125,24,1,48.625313,24,1
"2020-08-09 13:00",14.874053,24,1,34.472813,24,1,57.279375,24,1
"2020-08-09 14:00",14.125673,24,1,29.117813,24,1,50.776875,24,1
"2020-08-09 15:00",14.531045,24,1,32.942813,24,1,55.223438,24,1
"2020-08-09 16:00",15.528885,24,1,44.322188,24,1,68.132813,24,1
"2020-08-09 17:00",16.713820,24,1,45.660938,24,1,71.288438,24,1
"2020-08-09 18:00",15.934258,24,1,51.207188,24,1,75.639375,24,1
"2020-08-09 19:00",11.100970,24,1,31.317188,24,1,48.338438,24,1
"2020-08-09 20:00",21.734203,24,1,35.668125,24,1,68.993438,24,1
"2020-08-09 21:00",11.599890,24,1,28.830938,24,1,46.617188,24,1
"2020-08-09 22:00",12.847190,24,1,28.783125,24,1,48.481875,24,1
"2020-08-09 23:00",5.020383,24,1,14.582813,24,1,22.280625,24,1
"2020-08-10 00:00",2.151593,24,1,6.024375,24,1,9.323438,24,1
"2020-08-10 01:00",3.897813,24,1,11.331563,24,1,17.308125,24,1
"2020-08-10 02:00",1.746220,24,1,4.717501,24,1,7.395001,24,1
"2020-08-10 03:00",2.213958,24,1,6.120000,24,1,9.514688,24,1
"2020-08-10 04:00",1.683855,24,1,4.972500,24,1,7.554375,24,1
"2020-08-10 05:00",3.741900,24,1,6.359063,24,1,12.096563,24,1
"2020-08-10 06:00",4.116090,24,1,7.267500,24,1,13.578750,24,1
"2020-08-10 07:00",11.100970,24,1,15.491250,24,1,32.512500,24,1
"2020-08-10 08:00",24.228803,24,1,30.217500,24,1,67.367813,24,1
"2020-08-10 09:00",26.785768,24,1,34.616250,24,1,75.687188,24,1
"2020-08-10 10:00",23.199780,24,1,32.369063,24,1,67.941563,24,1
"2020-08-10 11:00",28.750265,24,1,48.147188,24,1,92.230313,24,1
"2020-08-10 12:00",24.291168,24,1,34.329375,24,1,71.575313,24,1
"2020-08-10 13:00",23.449240,24,1,40.545000,24,1,76.500000,24,1
"2020-08-10 14:00",17.898755,24,1,42.505313,24,1,69.949688,24,1
"2020-08-10 15:00",18.397675,24,1,55.749375,24,1,83.958750,24,1
"2020-08-10 16:00",14.219220,24,1,50.537813,24,1,72.340313,24,1
"2020-08-10 17:00",17.680478,24,1,50.633438,24,1,77.743125,24,1
"2020-08-10 18:00",14.811688,24,1,39.110625,24,1,61.821563,24,1
"2020-08-10 19:00",11.974080,24,1,26.583750,24,1,44.943750,24,1
"2020-08-10 20:00",6.735420,24,1,27.587813,24,1,37.915313,24,1
"2020-08-10 21:00",6.392413,24,1,28.783125,24,1,38.584688,24,1
"2020-08-10 22:00",11.225700,24,1,47.573438,24,1,64.785938,24,1
"2020-08-10 23:00",5.488120,24,1,29.356875,24,1,37.771875,24,1
"2020-08-11 00:00",3.149433,24,1,15.969375,24,1,20.798438,24,1
"2020-08-11 01:00",2.556965,24,1,13.865625,24,1,17.786250,24,1
"2020-08-11 02:00",2.161986,24,1,11.411251,24,1,14.726250,24,1
"2020-08-11 03:00",2.401053,24,1,9.323438,24,1,13.005000,24,1
"2020-08-11 04:00",1.870950,24,1,8.271563,24,1,11.140313,24,1
"2020-08-11 05:00",2.494600,24,1,10.710000,24,1,14.535000,24,1
"2020-08-11 06:00",9.105290,24,1,18.790313,24,1,32.751563,24,1
"2020-08-11 07:00",25.663198,24,1,29.452500,24,1,68.802188,24,1
"2020-08-11 08:00",42.127558,24,1,49.246875,24,1,113.841563,24,1
"2020-08-11 09:00",34.363115,24,1,53.645625,24,1,106.335000,24,1
"2020-08-11 10:00",27.097593,24,1,56.323125,24,1,97.872188,24,1
"2020-08-11 11:00",23.948160,24,1,65.598750,24,1,102.318750,24,1
"2020-08-11 12:00",19.489063,24,1,58.140000,24,1,88.022813,24,1
"2020-08-11 13:00",24.166438,24,1,49.964063,24,1,87.018750,24,1
"2020-08-11 14:00",18.335310,24,1,51.063750,24,1,79.177500,24,1
"2020-08-11 15:00",20.580450,24,1,64.020938,24,1,95.577188,24,1
"2020-08-11 16:00",17.306288,24,1,60.243750,24,1,86.779688,24,1
"2020-08-11 17:00",24.602993,24,1,81.281250,24,1,119.005313,24,1
"2020-08-11 18:00",38.323293,24,1,99.450000,24,1,158.211563,24,1
"2020-08-11 19:00",16.246083,24,1,72.818438,24,1,97.728750,24,1
"2020-08-11 20:00",13.751483,24,1,64.068750,24,1,85.154063,24,1
"2020-08-11 21:00",25.351373,24,1,60.339375,24,1,99.210938,24,1
"2020-08-11 22:00",21.328830,24,1,52.259063,24,1,84.962813,24,1
"2020-08-11 23:00",10.383773,24,1,48.529688,24,1,64.451250,24,1
"2020-08-12 00:00",5.893493,24,1,25.149375,24,1,34.185938,24,1
"2020-08-12 01:00",2.151593,24,1,11.140313,24,1,14.439375,24,1
"2020-08-12 02:00",3.159826,24,1,15.108750,24,1,19.953749,24,1
"2020-08-12 03:00",2.536176,24,1,14.216249,24,1,18.105001,24,1
"2020-08-12 04:00",1.777403,24,1,13.722188,24,1,16.447500,24,1
"2020-08-12 05:00",2.899973,24,1,16.256250,24,1,20.702813,24,1
"2020-08-12 06:00",9.791305,24,1,28.161563,24,1,43.174688,24,1
"2020-08-12 07:00",21.952480,24,1,31.651875,24,1,65.311875,24,1
"2020-08-12 08:00",51.950045,24,1,52.593750,24,1,132.249375,24,1
"2020-08-12 09:00",28.188980,24,1,66.124688,24,1,109.347188,24,1
"2020-08-12 10:00",24.696540,24,1,70.762500,24,1,108.630000,24,1
"2020-08-12 11:00",17.929938,24,1,52.928438,24,1,80.420625,24,1
"2020-08-12 12:00",15.341790,24,1,52.880625,24,1,76.404375,24,1
"2020-08-12 13:00",18.709500,24,1,60.195938,24,1,88.883438,24,1
"2020-08-12 14:00",22.233123,24,1,60.865313,24,1,94.955625,24,1
"2020-08-12 15:00",17.368653,24,1,68.754375,24,1,95.385938,24,1
"2020-08-12 16:00",17.275105,24,1,83.480625,24,1,109.968750,24,1
"2020-08-12 17:00",17.680478,24,1,73.392188,24,1,100.501875,24,1
"2020-08-12 18:00",19.301968,24,1,65.646563,24,1,95.242500,24,1
"2020-08-12 19:00",16.900915,24,1,53.454375,24,1,79.368750,24,1
"2020-08-12 20:00",16.589090,24,1,41.644688,24,1,67.080938,24,1
"2020-08-12 21:00",20.798728,24,1,47.525625,24,1,79.416563,24,1
"2020-08-12 22:00",11.942898,24,1,27.061875,24,1,45.374063,24,1
"2020-08-12 23:00",8.325728,24,1,28.352813,24,1,41.118750,24,1
"2020-08-13 00:00",5.550485,24,1,17.021250,24,1,25.531875,24,1
"2020-08-13 01:00",2.556965,24,1,13.244063,24,1,17.164688,24,1
"2020-08-13 02:00",1.829374,24,1,12.686249,24,1,15.491250,24,1
"2020-08-13 03:00",3.242980,24,1,16.065000,24,1,21.037500,24,1
"2020-08-13 04:00",2.619330,24,1,10.470938,24,1,14.487188,24,1
"2020-08-13 05:00",2.806425,24,1,10.327500,24,1,14.630625,24,1
"2020-08-13 06:00",6.330048,24,1,14.774063,24,1,24.480000,24,1
"2020-08-13 07:00",20.642815,24,1,23.906250,24,1,55.558125,24,1
"2020-08-13 08:00",25.257825,24,1,36.624375,24,1,75.352500,24,1
"2020-08-13 09:00",28.407258,24,1,31.125938,24,1,74.683125,24,1
"2020-08-13 10:00",21.983663,24,1,29.070000,24,1,62.777813,24,1
"2020-08-13 11:00",22.170758,24,1,33.086250,24,1,67.080938,24,1
"2020-08-13 12:00",25.943840,24,1,29.787188,24,1,69.567188,24,1
"2020-08-13 13:00",21.983663,24,1,32.942813,24,1,66.650625,24,1
"2020-08-13 14:00",19.364333,24,1,58.570313,24,1,88.261875,24,1
"2020-08-13 15:00",20.268625,24,1,42.744375,24,1,73.822500,24,1
"2020-08-13 16:00",13.626753,24,1,33.373125,24,1,54.267188,24,1
"2020-08-13 17:00",21.827750,24,1,45.326250,24,1,78.795000,24,1
"2020-08-13 18:00",23.979343,24,1,41.979375,24,1,78.747188,24,1
"2020-08-13 19:00",17.805208,24,1,33.516563,24,1,60.817500,24,1
"2020-08-13 20:00",13.034285,24,1,25.627500,24,1,45.613125,24,1
"2020-08-13 21:00",12.660095,24,1,22.950000,24,1,42.361875,24,1
"2020-08-13 22:00",11.194518,24,1,21.802500,24,1,38.967188,24,1
"2020-08-13 23:00",5.176295,24,1,12.000938,24,1,19.937813,24,1
"2020-08-14 00:00",3.804265,24,1,8.080313,24,1,13.913438,24,1
"2020-08-14 01:00",4.334368,24,1,7.936875,24,1,14.582813,24,1
"2020-08-14 02:00",1.829374,24,1,4.143751,24,1,6.948749,24,1
"2020-08-14 03:00",2.432235,24,1,4.637813,24,1,8.367188,24,1
"2020-08-14 04:00",1.964498,24,1,4.111875,24,1,7.124063,24,1
"2020-08-14 05:00",2.806425,24,1,4.733438,24,1,9.036563,24,1
"2020-08-14 06:00",5.238660,24,1,8.797500,24,1,16.830000,24,1
"2020-08-14 07:00",19.208420,24,1,21.754688,24,1,51.207188,24,1
"2020-08-14 08:00",27.191140,24,1,37.819688,24,1,79.512188,24,1
"2020-08-14 09:00",29.093273,24,1,36.289688,24,1,80.898750,24,1
"2020-08-14 10:00",32.741625,24,1,38.680313,24,1,88.883438,24,1
"2020-08-14 11:00",23.979343,24,1,36.767813,24,1,73.535625,24,1
"2020-08-14 12:00",30.028748,24,1,38.058750,24,1,84.102188,24,1
"2020-08-14 13:00",27.409418,24,1,37.532813,24,1,79.560000,24,1
"2020-08-14 14:00",35.953423,24,1,40.640625,24,1,95.768438,24,1
"2020-08-14 15:00",31.431960,24,1,42.744375,24,1,90.939375,24,1
"2020-08-14 16:00",40.880258,24,1,45.135000,24,1,107.817188,24,1
"2020-08-14 17:00",51.108118,24,1,59.239688,24,1,137.604375,24,1
"2020-08-14 18:00",56.689785,24,1,71.814375,24,1,158.737500,24,1
"2020-08-14 19:00",36.514708,24,1,49.007813,24,1,104.996250,24,1
"2020-08-14 20:00",35.423320,24,1,41.453438,24,1,95.768438,24,1
"2020-08-14 21:00",27.565330,24,1,41.883750,24,1,84.150000,24,1
"2020-08-14 22:00",19.925618,24,1,36.002813,24,1,66.555000,24,1
"2020-08-14 23:00",11.443978,24,1,22.615313,24,1,40.162500,24,1
"2020-08-15 00:00",7.265523,24,1,14.917500,24,1,26.057813,24,1
"2020-08-15 01:00",4.926835,24,1,8.175938,24,1,15.730313,24,1
"2020-08-15 02:00",3.201404,24,1,8.032500,24,1,12.941251,24,1
"2020-08-15 03:00",2.369870,24,1,4.335001,24,1,7.968751,24,1
"2020-08-15 04:00",2.369870,24,1,3.012188,24,1,6.645938,24,1
"2020-08-15 05:00",1.465578,24,1,3.394688,24,1,5.641875,24,1
"2020-08-15 06:00",1.933315,24,1,3.538125,24,1,6.502500,24,1
"2020-08-15 07:00",5.176295,24,1,7.315313,24,1,15.252188,24,1
"2020-08-15 08:00",7.203158,24,1,11.953125,24,1,22.997813,24,1
"2020-08-15 09:00",15.497703,24,1,21.372188,24,1,45.135000,24,1
"2020-08-15 10:00",24.353533,24,1,28.926563,24,1,66.268125,24,1
"2020-08-15 11:00",25.943840,24,1,38.775938,24,1,78.555938,24,1
"2020-08-15 12:00",33.240545,24,1,39.827813,24,1,90.795938,24,1
"2020-08-15 13:00",30.496485,24,1,37.389375,24,1,84.150000,24,1
"2020-08-15 14:00",32.117975,24,1,40.210313,24,1,89.457188,24,1
"2020-08-15 15:00",32.024428,24,1,37.293750,24,1,86.397188,24,1
"2020-08-15 16:00",26.473943,24,1,38.345625,24,1,78.938438,24,1
"2020-08-15 17:00",26.006205,24,1,40.640625,24,1,80.516250,24,1
"2020-08-15 18:00",23.199780,24,1,32.703750,24,1,68.276250,24,1
"2020-08-15 19:00",23.854613,24,1,36.241875,24,1,72.818438,24,1
"2020-08-15 20:00",18.865413,24,1,28.735313,24,1,57.661875,24,1
"2020-08-15 21:00",22.014845,24,1,29.117813,24,1,62.873438,24,1
"2020-08-15 22:00",20.019165,24,1,22.806563,24,1,53.502188,24,1
"2020-08-15 23:00",7.359070,24,1,12.574688,24,1,23.858438,24,1
"2020-08-16 00:00",4.677375,24,1,10.136250,24,1,17.308125,24,1
"2020-08-16 01:00",4.989200,24,1,8.367188,24,1,16.017188,24,1
"2020-08-16 02:00",1.663066,24,1,5.801249,24,1,8.351251,24,1
"2020-08-16 03:00",4.074514,24,1,5.928750,24,1,12.176251,24,1
"2020-08-16 04:00",1.839768,24,1,4.111875,24,1,6.932813,24,1
"2020-08-16 05:00",4.396733,24,1,7.554375,24,1,14.295938,24,1
"2020-08-16 06:00",7.327888,24,1,7.124063,24,1,18.360000,24,1
"2020-08-16 07:00",11.412795,24,1,8.319375,24,1,25.818750,24,1
"2020-08-16 08:00",14.406315,24,1,12.240000,24,1,34.329375,24,1
"2020-08-16 09:00",7.359070,24,1,9.849375,24,1,21.133125,24,1
"2020-08-16 10:00",7.546165,24,1,10.518750,24,1,22.089375,24,1
"2020-08-16 11:00",10.539685,24,1,21.228750,24,1,37.389375,24,1
"2020-08-16 12:00",9.385933,24,1,21.611250,24,1,36.002813,24,1
"2020-08-16 13:00",8.855830,24,1,15.539063,24,1,29.117813,24,1
"2020-08-16 14:00",10.633233,24,1,17.929688,24,1,34.233750,24,1
"2020-08-16 15:00",8.918195,24,1,17.212500,24,1,30.886875,24,1
"2020-08-16 16:00",7.546165,24,1,13.722188,24,1,25.292813,24,1
"2020-08-16 17:00",9.666575,24,1,14.535000,24,1,29.356875,24,1
"2020-08-16 18:00",7.982720,24,1,16.590938,24,1,28.830938,24,1
"2020-08-16 19:00",10.290225,24,1,18.168750,24,1,33.946875,24,1
"2020-08-16 20:00",10.196678,24,1,15.921563,24,1,31.556250,24,1
"2020-08-16 21:00",12.192358,24,1,19.746563,24,1,38.441250,24,1
"2020-08-16 22:00",12.940738,24,1,22.567500,24,1,42.409688,24,1
"2020-08-16 23:00",5.581668,24,1,14.248125,24,1,22.806563,24,1
"2020-08-17 00:00",2.494600,24,1,8.223750,24,1,12.048750,24,1
"2020-08-17 01:00",2.775243,24,1,6.980625,24,1,11.235938,24,1
"2020-08-17 02:00",3.201404,24,1,8.415000,24,1,13.323751,24,1
"2020-08-17 03:00",3.554805,24,1,8.558438,24,1,14.009063,24,1
"2020-08-17 04:00",3.336528,24,1,7.458750,24,1,12.574688,24,1
"2020-08-17 05:00",3.430075,24,1,6.837188,24,1,12.096563,24,1
"2020-08-17 06:00",19.021325,24,1,13.626563,24,1,42.792188,24,1
"2020-08-17 07:00",23.792248,24,1,19.316250,24,1,55.797188,24,1
"2020-08-17 08:00",41.628638,24,1,37.006875,24,1,100.836563,24,1
"2020-08-17 09:00",53.103798,24,1,39.780000,24,1,121.204688,24,1
"2020-08-17 10:00",45.994188,24,1,32.464688,24,1,102.988125,24,1
"2020-08-17 11:00",23.293328,24,1,25.292813,24,1,61.008750,24,1
"2020-08-17 12:00",13.626753,24,1,18.073125,24,1,38.967188,24,1
"2020-08-17 13:00",11.443978,24,1,16.208438,24,1,33.755625,24,1
"2020-08-17 14:00",16.090170,24,1,19.985625,24,1,44.656875,24,1
"2020-08-17 15:00",14.842870,24,1,23.045625,24,1,45.804375,24,1
"2020-08-17 16:00",19.520245,24,1,29.500313,24,1,59.430938,24,1
"2020-08-17 17:00",7.421435,24,1,15.682500,24,1,27.061875,24,1
"2020-08-17 18:00",5.051565,24,1,9.180000,24,1,16.925625,24,1
"2020-08-17 19:00",5.051565,24,1,8.893125,24,1,16.638750,24,1
"2020-08-17 20:00",6.205318,24,1,9.132188,24,1,18.646875,24,1
"2020-08-17 21:00",7.016063,24,1,10.710000,24,1,21.467813,24,1
"2020-08-17 22:00",8.855830,24,1,17.881875,24,1,31.460625,24,1
"2020-08-17 23:00",5.675215,24,1,7.984688,24,1,16.686563,24,1
"2020-08-18 00:00",1.527943,24,1,4.159688,24,1,6.502500,24,1
"2020-08-18 01:00",2.213958,24,1,3.968438,24,1,7.363125,24,1
"2020-08-18 02:00",1.954104,24,1,4.908751,24,1,7.904999,24,1
"2020-08-18 03:00",2.369870,24,1,3.570001,24,1,7.203751,24,1
"2020-08-18 04:00",2.245140,24,1,2.295000,24,1,5.737500,24,1
"2020-08-18 05:00",1.559125,24,1,1.912500,24,1,4.303125,24,1
"2020-08-18 06:00",5.488120,24,1,6.837188,24,1,15.252188,24,1
"2020-08-18 07:00",5.456938,24,1,7.506563,24,1,15.873750,24,1
"2020-08-18 08:00",17.493383,24,1,13.770000,24,1,40.592813,24,1
"2020-08-18 09:00",11.755803,24,1,11.809688,24,1,29.835000,24,1
"2020-08-18 10:00",9.448298,24,1,11.427188,24,1,25.914375,24,1
"2020-08-18 11:00",12.909555,24,1,14.630625,24,1,34.425000,24,1
"2020-08-18 12:00",13.657935,24,1,12.670313,24,1,33.612188,24,1
"2020-08-18 13:00",7.452618,24,1,8.080313,24,1,19.507500,24,1
"2020-08-18 14:00",10.352590,24,1,12.622500,24,1,28.496250,24,1
"2020-08-18 15:00",8.045085,24,1,10.805625,24,1,23.141250,24,1
"2020-08-18 16:00",5.425755,24,1,7.124063,24,1,15.443438,24,1
"2020-08-18 17:00",6.485960,24,1,8.175938,24,1,18.120938,24,1
"2020-08-18 18:00",6.891333,24,1,9.849375,24,1,20.415938,24,1
"2020-08-18 19:00",19.489063,24,1,22.328438,24,1,52.211250,24,1
"2020-08-18 20:00",13.065468,24,1,17.595000,24,1,37.628438,24,1
"2020-08-18 21:00",10.134313,24,1,13.770000,24,1,29.309063,24,1
"2020-08-18 22:00",4.958018,24,1,8.223750,24,1,15.825938,24,1
"2020-08-18 23:00",4.833288,24,1,8.128125,24,1,15.539063,24,1
"2020-08-19 00:00",2.619330,24,1,6.120000,24,1,10.136250,24,1
"2020-08-19 01:00",3.149433,24,1,5.976563,24,1,10.805625,24,1
"2020-08-19 02:00",1.621490,24,1,4.079999,24,1,6.566249,24,1
"2020-08-19 03:00",2.681695,24,1,6.072188,24,1,10.184063,24,1
"2020-08-19 04:00",1.122570,24,1,6.406875,24,1,8.128125,24,1
"2020-08-19 05:00",3.804265,24,1,7.745625,24,1,13.578750,24,1
"2020-08-19 06:00",7.078428,24,1,11.905313,24,1,22.758750,24,1
"2020-08-19 07:00",6.080588,24,1,9.371250,24,1,18.694688,24,1
"2020-08-19 08:00",17.431018,24,1,19.507500,24,1,46.234688,24,1
"2020-08-19 09:00",12.940738,24,1,16.256250,24,1,36.098438,24,1
"2020-08-19 10:00",11.818168,24,1,17.260313,24,1,35.381250,24,1
"2020-08-19 11:00",10.103130,24,1,18.025313,24,1,33.516563,24,1
"2020-08-19 12:00",11.693438,24,1,11.522813,24,1,29.452500,24,1
"2020-08-19 13:00",14.343950,24,1,12.287813,24,1,34.281563,24,1
"2020-08-19 14:00",13.003103,24,1,13.913438,24,1,33.851250,24,1
"2020-08-19 15:00",7.889173,24,1,8.367188,24,1,20.463750,24,1
"2020-08-19 16:00",8.388093,24,1,9.610313,24,1,22.471875,24,1
"2020-08-19 17:00",7.733260,24,1,9.610313,24,1,21.467813,24,1
"2020-08-19 18:00",9.510663,24,1,10.423125,24,1,25.005938,24,1
"2020-08-19 19:00",8.918195,24,1,12.192188,24,1,25.866563,24,1
"2020-08-19 20:00",5.145113,24,1,8.271563,24,1,16.160625,24,1
"2020-08-19 21:00",8.388093,24,1,11.618438,24,1,24.480000,24,1
"2020-08-19 22:00",3.960178,24,1,6.741563,24,1,12.813750,24,1
"2020-08-19 23:00",2.993520,24,1,5.020313,24,1,9.610313,24,1
"2020-08-20 00:00",2.089228,24,1,3.251250,24,1,6.454688,24,1
"2020-08-20 01:00",1.870950,24,1,3.299063,24,1,6.167813,24,1
"2020-08-20 02:00",1.746220,24,1,2.040001,24,1,4.717501,24,1
"2020-08-20 03:00",0.249460,24,1," "," "," "," "," "," "
"2020-08-20 04:00",1.808585,24,1," "," "," ",2.199375,24,1
"2020-08-20 05:00",1.870950,24,1," "," "," ",2.199375,24,1
"2020-08-20 06:00",1.216118,24,1," "," "," ",1.004063,24,1
"2020-08-20 07:00",1.278483,24,1," "," "," ",1.004063,24,1
"2020-08-20 08:00",2.494600,24,1," "," "," ",2.868750,24,1
"2020-08-20 09:00",0.904293,24,1," "," "," ",0.478125,24,1
"2020-08-20 10:00",1.309665,24,1," "," "," ",1.147500,24,1
"2020-08-20 11:00",1.122570,24,1," "," "," ",0.908438,24,1
"2020-08-20 12:00",2.120410,24,1," "," "," ",2.438438,24,1
"2020-08-20 13:00",5.955858,24,1,1.530000,24,1,10.662188,24,1
"2020-08-20 14:00",7.296705,24,1,15.300000,24,1,26.488125,24,1
"2020-08-20 15:00",5.332208,24,1,9.419063,24,1,17.595000,24,1
"2020-08-20 16:00",4.615010,24,1,8.223750,24,1,15.300000,24,1
"2020-08-20 17:00",4.864470,24,1,9.562500,24,1,17.021250,24,1
"2020-08-20 18:00",5.799945,24,1,7.124063,24,1,16.017188,24,1
"2020-08-20 19:00",6.142953,24,1,9.466875,24,1,18.885938,24,1
"2020-08-20 20:00",8.949378,24,1,12.335625,24,1,26.057813,24,1
"2020-08-20 21:00",17.462200,24,1,29.261250,24,1,56.036250,24,1
"2020-08-20 22:00",13.283745,24,1,20.463750,24,1,40.831875,24,1
"2020-08-20 23:00",5.082748,24,1,11.044688,24,1,18.838125,24,1
"2020-08-21 00:00",2.401053,24,1,7.984688,24,1,11.666250,24,1
"2020-08-21 01:00",2.276323,24,1,4.446563,24,1,7.936875,24,1
"2020-08-21 02:00",1.538336,24,1,2.996251,24,1,5.355000,24,1
"2020-08-21 03:00",2.286716,24,1,2.103750,24,1,5.609999,24,1
"2020-08-21 04:00",1.870950,24,1,1.243125,24,1,4.111875,24,1
"2020-08-21 05:00",1.496760,24,1,0.573750,24,1,2.868750,24,1
"2020-08-21 06:00",1.621490,24,1,0.525938,24,1,3.012188,24,1
"2020-08-21 07:00",3.336528,24,1,2.438438,24,1,7.554375,24,1
"2020-08-21 08:00",4.677375,24,1,3.920625,24,1,11.092500,24,1
"2020-08-21 09:00",5.425755,24,1,5.785313,24,1,14.104688,24,1
"2020-08-21 10:00",4.926835,24,1,7.554375,24,1,15.108750,24,1
"2020-08-21 11:00",5.799945,24,1,9.180000,24,1,18.073125,24,1
"2020-08-21 12:00"," "," "," ",6.645938,24,1,5.211563,24,1
"2020-08-21 13:00",5.675215,24,1,7.028438,24,1,15.730313,24,1
"2020-08-21 14:00",8.949378,24,1,9.371250,24,1,23.093438,24,1
"2020-08-21 15:00",5.893493,24,1,7.936875,24,1,16.973438,24,1
"2020-08-21 16:00",4.770923,24,1,6.693750,24,1,14.009063,24,1
"2020-08-21 17:00",4.958018,24,1,6.215625,24,1,13.817813,24,1
"2020-08-21 18:00",5.456938,24,1,6.311250,24,1,14.678438,24,1
"2020-08-21 19:00",5.332208,24,1,6.645938,24,1,14.821875,24,1
"2020-08-21 20:00",3.960178,24,1,3.442500,24,1,9.514688,24,1
"2020-08-21 21:00",4.802105,24,1,5.211563,24,1,12.574688,24,1
"2020-08-21 22:00",3.211798,24,1,4.159688,24,1,9.084375,24,1
"2020-08-21 23:00",3.554805,24,1,2.820938,24,1,8.271563,24,1
"2020-08-22 00:00",2.494600,24,1,2.055938,24,1,5.880938,24,1
"2020-08-22 01:00",1.870950,24,1,0.860625,24,1,3.729375,24,1
"2020-08-22 02:00",1.496760,24,1,0.382500,24,1,2.677500,24,1
"2020-08-22 03:00",1.434395,24,1,0.478125,24,1,2.677500,24,1
"2020-08-22 04:00",1.372030,24,1,0.143438,24,1,2.247188,24,1
"2020-08-22 05:00",1.777403,24,1," "," "," ",2.534063,24,1
"2020-08-22 06:00",3.741900,24,1,2.295000,24,1,8.032500,24,1
"2020-08-22 07:00",2.525783,24,1,1.147500,24,1,5.020313,24,1
"2020-08-22 08:00",4.240820,24,1,3.060000,24,1,9.562500,24,1
"2020-08-22 09:00",5.675215,24,1,4.829063,24,1,13.530938,24,1
"2020-08-22 10:00",6.267683,24,1,5.211563,24,1,14.821875,24,1
"2020-08-22 11:00",11.568708,24,1,13.339688,24,1,31.078125,24,1
"2020-08-22 12:00",8.731100,24,1,8.223750,24,1,21.611250,24,1
"2020-08-22 13:00",14.562228,24,1,17.977500,24,1,40.305938,24,1
"2020-08-22 14:00",13.845030,24,1,14.200313,24,1,35.429063,24,1
"2020-08-22 15:00",7.421435,24,1,10.805625,24,1,22.185000,24,1
"2020-08-22 16:00",8.169815,24,1,8.749688,24,1,21.276563,24,1
"2020-08-22 17:00",9.541845,24,1,11.140313,24,1,25.770938,24,1
"2020-08-22 18:00",10.695598,24,1,15.825938,24,1,32.225625,24,1
